date,pair,side,net_return,pnl,equity,peak,drawdown
2025-05-06,EURJPY=X,LONG,-0.012086730592304416,-377.94970706137354,103854.73317191142,107219.3453447384,-0.03138064462162926
2025-06-19,EURUSD=X,LONG,0.008264125488237666,257.48056424403444,104112.21373615545,107219.3453447384,-0.02897920705067447
2025-07-08,EURUSD=X,LONG,0.0019211220732400947,60.00368157072564,104172.21741772618,107219.3453447384,-0.02841957220700142
2025-07-09,EURJPY=X,LONG,0.03737916401239917,1168.1611201177477,105340.37853784392,107219.3453447384,-0.017524512958488003
2025-07-22,EURJPY=X,LONG,0.000702404836227065,22.197477400491387,105362.57601524441,107219.3453447384,-0.017317484298416286
2025-07-31,EURJPY=X,LONG,-0.01031213030670398,-325.9537839957611,105036.62223124865,107219.3453447384,-0.02035754934402667
2025-08-04,USDJPY=X,LONG,-4.072130949928808e-05,-1.2831686407915437,105035.33906260786,107219.3453447384,-0.020369517041056162
2025-09-18,EURUSD=X,LONG,0.004206163324686716,132.53873728835254,105167.87779989622,107219.3453447384,-0.019133371298305946
2025-09-30,EURJPY=X,LONG,0.0028622435746318148,90.30482474712504,105258.18262464335,107219.3453447384,-0.01829112753663431
2025-09-30,USDJPY=X,LONG,-0.011222341481324076,-354.37298073519605,104903.80964390816,107219.3453447384,-0.021596249197243123
2025-10-13,EURJPY=X,LONG,0.00019458382887946262,6.123775483366183,104909.93341939153,107219.3453447384,-0.02153913473283664
2025-10-16,USDJPY=X,LONG,-0.011880971674068987,-373.9295841852762,104536.00383520625,107219.3453447384,-0.025026654480163946
2025-11-04,EURJPY=X,LONG,-0.004613609405719594,-144.68648715913412,104391.31734804712,107219.3453447384,-0.026376098339328857
2025-11-07,GBPUSD=X,SHORT,0.0010331452005135813,32.355416548027506,104423.67276459515,107219.3453447384,-0.026074329880997005
2025-11-25,USDJPY=X,LONG,-0.005211884866614781,-163.27324793943825,104260.39951665571,107219.3453447384,-0.027597126419387163
2025-12-17,EURJPY=X,LONG,0.0008254186076958144,25.817542142054194,104286.21705879777,107219.3453447384,-0.027356334591578046
2025-12-17,EURUSD=X,LONG,-0.001708402729712572,-53.44885736839437,104232.76820142938,107219.3453447384,-0.027854834719484467
